method,curve_id,curve_family,x,y,x_label,y_label,source,status,notes
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.000191791,0.9998082329,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.000225702,0.9997743311,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0002656088,0.9997344371,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0003125716,0.9996874919,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.000367838,0.99963225,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0004328761,0.9995672456,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0005094138,0.9994907548,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0005994843,0.9994007493,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0007054802,0.9992948432,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0008302176,0.9991702303,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.00097701,0.9990236102,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.001149757,0.9988511017,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0013530478,0.9986481413,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0015922828,0.9984093638,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0018738174,0.9981284626,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0022051307,0.9977980262,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0025950242,0.9974093469,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0030538555,0.9969521966,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0035938137,0.9964145653,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0042292429,0.9957823572,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0049770236,0.9950390348,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0058570208,0.9941652078,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0068926121,0.993138155,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0081113083,0.9919312731,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0095454846,0.9905134409,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0112332403,0.9888482916,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0132194115,0.986893382,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0155567614,0.9845992513,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0183073828,0.9819083626,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0215443469,0.9787539249,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0253536449,0.9750585973,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0298364724,0.9707330884,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0351119173,0.9656746731,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.041320124,0.95976567,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0486260158,0.9528719454,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0572236766,0.9448415436,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0673415066,0.9355035863,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0792482898,0.9246676384,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.0932603347,0.9121238062,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.1097498765,0.8976439107,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.1291549665,0.8809841652,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
fetkovich,fetkovich_bdf_b_0_3,arps_bdf,0.1519911083,0.8618898732,tDd,qDd,Fetkovich SPE-4629 1980 Eq.20-21,validated,BDF Arps b=0.3
